Date,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197703,1.27,0.57,-0.12,0.31,0.89,1.08,0.81,1.18,0.51,0.28
197704,1.2,1.78,1.91,2.79,2.2,2.22,1.73,1.53,1.74,1.09
197705,0.25,-0.33,0.24,0.17,0.19,0.27,0.16,0.46,0.31,0.28
197706,7.14,6.15,5.33,4.84,4.75,4.37,4.22,3.83,4.24,3.59
197707,0.77,-0.25,0.01,1.48,-0.07,0.23,1.38,0.61,1.77,1.84
197708,0.34,-0.51,-0.09,0.18,-0.92,-0.59,-0.22,-1.43,-0.64,-1.05
197709,1.43,2.45,1.21,1.69,0.45,0.6,1.36,1.79,0.1,0.34
197710,-2.66,-3.54,-2.88,-2.38,-2.01,-1.24,-1.75,-1.04,-1.52,-1
197711,9.24,8.88,7.4,7.31,6.95,7.62,5.44,5.99,4.88,2.71
197712,3.67,3.55,1.25,1.87,1.66,1.9,1.49,1.08,0.89,0.94
197801,-4.54,-3.66,-2.85,-1.61,-2.87,-3.23,-1.9,-1.65,-1.16,-0.5
197802,2.34,2.67,2.31,2.22,2.18,1.76,0.92,2.07,1.1,1.39
197803,6.61,7.5,6.55,5.92,5.76,5.68,5.89,4.7,4.88,3.22
197804,10.07,8.86,9.09,8.48,8.3,7.4,7.02,7.63,5.36,1.78
197805,8.09,7.18,5.77,6.67,4.87,6.83,4.9,3.69,3.56,1.55
197806,-0.31,0.84,1.48,0.19,-0.45,-0.35,0.73,0.25,0.14,1.61
197807,6.29,6.5,5.01,5.9,4.89,4.02,3.32,3.95,3.13,3.07
197808,9.6,8.12,8.43,7.57,7.83,6.4,6.83,6.92,4.72,2.58
197809,-0.97,-0.9,-1.13,-0.75,-0.61,0.44,0.39,0.62,0.89,0.78
197810,-21.8,-19,-17.96,-18.05,-16.34,-13.68,-13.85,-13.4,-10.87,-7.32
197811,8.01,6.1,5.27,4.91,4.8,3.19,2.21,2.63,1.45,1.4
197812,3.91,1.68,1.73,1.29,0.94,1.85,1,1.94,0.44,-0.33
197901,8.84,8.98,8.28,9.6,8.46,7.94,8.34,7.04,6.69,6.38
197902,-2.78,-2.93,-2.03,-2.42,-2.68,-1.14,-1.44,-0.51,-1.03,-0.97
197903,10.34,8.56,8.06,8.84,6.52,6.38,7.3,6.71,5.18,2.03
197904,3.02,2.24,3.76,2.59,2.17,1.58,2.66,2.26,2.28,-0.7
197905,-1.77,-1.21,-2.03,-1.17,0.12,-0.82,-1.22,-0.31,-0.12,0.09
197906,5.33,4.7,5.42,5.64,5.81,4.76,3.67,5.1,4.12,3.8
197907,0.85,2.57,3.16,2.41,3.01,3.73,2.64,2.86,3.6,2.74
197908,8.7,8.83,7.99,7.86,6.83,7.95,7.02,6.48,5.56,2.48
197909,1.02,0.22,-0.97,-0.83,-0.2,-1.15,0.47,-1.41,-0.66,-2.24
197910,-9.6,-9.7,-10.1,-10.16,-9.79,-8.75,-8.62,-9.9,-8.57,-7.12
197911,9.89,7.26,8.14,6.44,4.49,4.67,4.87,4.84,3.92,3.65
197912,7.03,7.28,6.44,5.54,4.52,5.29,4.72,3.33,2.64,-0.68
198001,9.25,8.26,8.26,7.98,6.5,7.01,5.17,5.6,5.62,1.93
198002,-0.22,-2.75,-2.8,-2.8,-2.2,-3.69,-2.59,-3.42,-3.08,-4.76
198003,-18.05,-15.78,-15.31,-15.2,-13.37,-13.37,-12.74,-12.43,-11.34,-7.32
198004,5.89,6.74,5.18,4.08,4.97,4.15,4.88,4.69,6.14,11.1
198005,8.5,9.79,7.6,8.77,7.3,6.57,6.41,8.03,7.14,6.5
198006,4.99,4.27,4.83,4.45,3.99,4.56,4.23,3.63,3.98,4.64
198007,12.32,11.34,9.3,9.76,9.7,8.03,8.52,7.26,5.87,1.36
198008,8.29,6.54,5.48,4.58,4.76,4.67,4.88,4.29,2.32,-0.38
198009,4.72,4.03,4.54,4.5,3.25,4.12,2.43,2.01,1.1,-0.65
198010,4.98,3.69,3.42,2.11,2.06,1.07,1.7,1.53,0.84,-0.35
198011,11.61,6.96,6.27,4.37,3.75,4.67,3.17,1.9,1.18,-1.41
198012,-4.39,-4.27,-2.42,-3.14,-1.63,-1.95,-1.1,-0.89,-0.69,0.36
198101,-3.23,-0.99,-0.24,0.55,1.97,1.25,2.15,3.11,3,3.52
198102,0.41,0.39,1.79,2.17,2.38,2.15,3.02,2.26,2.03,0.25
198103,8.69,9.15,7,7.4,8.88,8.14,7.86,8.3,5.86,4.45
198104,3.63,3.29,3,1.86,3.87,3.23,2.49,2.56,3.29,0.89
198105,3.13,3.49,2.42,2.16,1.42,2.43,1.99,1.03,1.12,1.38
198106,-2.75,-0.37,0.43,1.29,1.56,1.95,1.72,2.25,1.56,4.59
198107,-1.96,-2.79,-2.71,-1.11,-2.51,-2.3,-0.57,-1.71,-0.61,0.46
198108,-9.33,-8.14,-5.5,-5.46,-5.69,-5.3,-3.87,-4.02,-3.19,-0.62
198109,-9.94,-6.62,-7.37,-6.61,-6.15,-5.71,-5.04,-3.59,-4.51,-2.78
198110,9.84,8.42,7.78,6.62,6.15,4.62,5.12,4.59,5.02,4.51
198111,2.38,3.53,3.52,3.71,4.89,4.41,4.41,3.53,4.27,7.96
198112,-2.24,-1.59,-0.94,-1.79,0.64,-1.03,-1.04,0.4,-0.71,-2.17
198201,-3.71,-1.98,-3.1,-1.84,-3.57,-1.95,-2.75,-1.12,-0.13,1.68
198202,-5.75,-4.56,-3.45,-2.98,-3.56,-2.04,-3.52,-2.05,-1.49,1.72
198203,-2.52,-1.25,0.03,-1.03,-0.19,-0.5,-0.6,-0.19,0.4,2.28
198204,6.26,6.01,5.23,5.79,4.71,4.27,4.59,2.97,3.61,3.8
198205,-3.62,-2.7,-2.55,-1.83,-1.84,-1.53,-1.07,-1.27,-1.2,-0.27
198206,-3.65,-2.41,-1.93,-0.71,-1.03,-2.8,-1.65,-0.68,-2.15,-1.04
198207,-0.66,-0.87,-1.13,-1.11,-1.51,0.89,-1.77,-1.86,-2,-0.67
198208,8.27,7.15,7.51,7.19,8.26,7.39,9.87,9.09,9.07,9.82
198209,3.64,3.51,3.85,4.99,3.88,4.01,5.14,4.6,5.09,2.09
198210,14.82,12.09,13.64,11.76,11.78,12.19,11.62,12.96,9.18,7.91
198211,10.58,9.73,9.21,8.74,8.57,7.41,7.54,7.85,4.76,4.36
198212,3.49,2.03,2.44,2.18,1.2,1.55,0.65,1.28,1.25,2.94
198301,8.28,6.35,5.32,5.35,4.88,4.08,4.52,5.61,5.03,5.72
198302,5.39,5.27,6.48,5.88,5.48,6.15,5.94,5.22,4.48,2.22
198303,4.6,4.35,5.83,5.71,6.11,5.81,4.72,6.85,5.02,2.49
198304,6.99,7,8.69,7.39,6.93,8.19,7.53,7.77,7.55,5.31
198305,8.06,6.98,7.22,5.96,5.91,5.03,4.66,5.66,3.7,3.18
198306,6.55,4.62,4.41,5.44,3.42,3.3,2.08,2.61,1.27,0.34
198307,-3.13,-1.84,-1.77,-1.24,-1.33,-1.2,-0.34,0.67,1.21,2.05
198308,-4.46,-3.23,-3.6,-2.35,-2.16,-0.96,0.39,0.45,1.58,1.29
198309,1.66,1.83,2.01,2.3,3.23,2.3,3.71,3.48,4.31,4.26
198310,-7.4,-5.14,-4.46,-3.25,-3.33,-1.3,-1.51,-1.9,-0.74,3.1
198311,5.3,4.29,4.11,3.93,4.38,3.84,4.55,3.92,3.29,0.63
198312,-1.46,-1.31,-0.47,-0.01,0.93,0.53,0.49,1.3,0.81,-3.21
198401,-3.02,-2.1,-0.92,0.03,-0.57,1.52,1.37,2.11,2.14,1.8
198402,-6.17,-5.49,-6.19,-4.89,-4.55,-3.61,-3.39,-2.77,-3.08,-1.77
198403,1.65,-0.09,2.99,2.18,1.57,2.53,2.51,1.42,1.56,-0.96
198404,-1.07,-0.29,0.19,-0.37,-0.32,-0.29,0.59,0.22,0.88,-2.53
198405,-4.84,-4.81,-4.69,-4.51,-3.57,-4.41,-4.37,-4.64,-3.37,0.51
198406,3.09,4.07,2.68,3.31,3.52,2.49,2.39,2.7,0.92,1.21
198407,-3.49,-3.33,-2.01,-2.49,-2.59,-2.06,-1.76,-2.06,-0.39,0.22
198408,13.11,10.91,10.67,9.11,10.24,9.41,9.22,8.69,9.2,6.66
198409,-0.38,-0.2,0.84,0.53,0.7,1.81,1.58,2.55,3.79,5.2
198410,-1.43,-0.97,-1.3,-0.5,0.56,0.27,0.36,1.47,0.73,3.29
198411,-2.42,-3.42,-1.49,0.77,-0.84,0.51,-0.05,0.32,0.95,2.58
198412,1.59,1.74,1.28,2.32,2.28,1.97,2.84,2.47,2.11,2.47
198501,12.97,12.49,12.05,9.92,10.17,9.55,8.72,8.87,7.4,6.35
198502,4.06,2.92,3.76,3.21,3.08,2.07,1.89,2.13,2.98,0.63
198503,-2.12,-1.16,-1.1,-0.64,-0.55,-0.3,-0.34,-0.22,1.85,3.65
198504,-1.25,-2.59,-0.42,-0.42,-0.35,-0.01,0.67,2.32,2.24,2.59
198505,3.91,3.76,4.08,4.08,3.78,4.14,4.22,4.66,3.82,5.31
198506,1.76,0.99,1.45,0.8,2.23,2.12,2.77,3.57,2.4,3.66
198507,1.88,2.34,2.29,2.88,1.6,1.41,1.87,1.53,0.45,-1.31
198508,-1.36,-0.38,-0.08,0.24,0.47,0.35,1.05,0.24,0.99,1.3
198509,-6.27,-4.21,-3.94,-4.37,-2.95,-3.26,-2.44,-2.65,-2.94,-3.39
198510,3.05,4.14,4.32,4.31,4.11,4.45,5.26,3.41,3.93,5.06
198511,6.4,6.24,7.12,5.84,7.01,6.18,6.06,6.12,5.14,4.33
198512,4.08,4.25,4.45,4.65,3.77,4.4,5.08,4.49,3.7,3.39
198601,2.36,3.33,4.23,2.28,2.16,1.83,1.95,1.01,0.92,3.41
198602,7.79,6.54,7.5,7.7,8.62,7.92,7.91,6.99,5.57,5.94
198603,4.61,5.18,5.19,6.93,5.06,5.95,5.68,5.48,4.4,4.82
198604,0.66,0.97,1.35,0.39,0.06,0.12,0.11,0.32,-0.58,-1.27
198605,4.24,3.97,4.18,4.07,4.59,4.93,4.59,5.05,3.26,3.28
198606,1.14,1.68,1.25,1.75,0.99,1.48,2.37,1.11,2.81,4.4
198607,-7.13,-7.29,-6.41,-5.45,-5.74,-5.87,-5.35,-5.76,-1.84,-2.08
198608,2.39,3,3.52,2.7,3.48,4.02,5.27,4.42,6.9,10.04
198609,-6.71,-6.18,-6,-5.34,-6.39,-5.48,-4.15,-3.74,-5.06,-5.95
198610,4.33,3.78,4,3.27,2.41,2.7,3.32,3.43,3.3,2.9
198611,-0.05,1.35,0.46,0.76,-0.55,0.1,0.5,0.59,0.34,-0.14
198612,-3.39,-1.16,-1.92,-1.85,-2.21,-1.46,-2.65,-1.9,-2.39,-2.53
198701,11.58,10.42,11.93,10.06,10.53,10.72,10.3,10.06,8.06,10.58
198702,9.04,8.39,5.75,6.23,5.66,4.93,5.19,4.53,0.97,0.31
198703,1.01,0.97,1.69,2.32,3.39,3.02,2.51,2.06,1.5,1.83
198704,-3.45,-2.59,-2.05,-1.64,-3.28,-3.44,-1.9,-2.43,-1.55,-4.61
198705,-0.85,0.57,-1.12,-0.04,-0.8,0.29,0.25,0.66,1.03,0.74
198706,2.87,4.14,3.47,5.2,3.87,4.16,4.15,3.67,3.1,2.92
198707,3.17,3.51,3.78,3.99,3.76,4.55,4.05,3.31,2.35,0.2
198708,3.69,2.28,3.39,3.79,2.37,3.21,3.83,3.72,2.9,2.32
198709,-2.53,-1.64,-2.14,-1.1,-0.48,-1.48,-1.54,-1.89,-1.41,-2.45
198710,-28.64,-26.81,-25.94,-26.24,-25.14,-24.79,-23.98,-22.09,-17.1,-10.26
198711,-5.16,-4.51,-3.65,-2.83,-4.33,-4.26,-2.81,-3.28,-2.55,-1.46
198712,6.33,6.82,6.49,8.04,5.64,6.39,5.3,4.03,1.63,-1.03
198801,6.54,5.88,4.09,4.83,6.88,7.98,6.16,6.03,7.25,9.14
198802,7.44,7.84,8.54,7.69,7.8,7.8,7,7.13,4.47,2.17
198803,3.96,2.8,2.88,3.78,2.8,1.42,3.36,2.69,-0.5,-1.03
198804,0.4,0.11,0.24,0.96,1.99,1.43,0.41,1.18,1.8,-0.03
198805,0.54,-1,-1.22,-1.16,0.1,-1.52,-1.25,-1.06,0.73,1.89
198806,6.3,6.68,6.57,6.34,5.14,5.95,5.55,5.43,4.23,3.65
198807,-0.56,-1.17,0,0.22,-0.17,-0.62,0.11,0.3,0.02,-0.39
198808,-3.43,-1.85,-2.44,-2.58,-0.67,-0.97,-1.63,0.41,-0.29,-1.51
198809,2.96,3.06,2.96,3.33,1.92,3.44,1.95,2.37,1.81,3.22
198810,-1.15,0.48,0.44,-0.52,0.45,0.54,1.22,1.09,0.23,-0.54
198811,-1.93,-2.45,-2.89,-1.81,-3.27,-1.62,-1.84,-2.78,-1.32,-0.81
198812,3.07,4.19,2.57,1.93,2.65,2.57,1.24,0.93,0.36,1.17
198901,4.77,4.92,4.98,5.53,4.74,5.69,4.48,3.32,4.73,4.06
198902,0.88,0.76,-0.78,-0.21,0.61,0.89,1.53,1.03,-0.13,-0.79
198903,1.67,1.83,1.78,1.91,1.5,2.96,2.03,1.78,0.37,0.74
198904,4.73,3.39,3.96,3.54,2.93,3.48,2.74,2.83,2.47,2.14
198905,2.79,2.83,2.25,3.31,3.29,4.14,2.77,2.74,2.65,5.72
198906,-0.92,-0.41,-0.26,-0.06,-1.44,-0.37,-0.5,0.13,0.18,2.8
198907,5.53,5.25,4.24,5.46,3.82,4.93,3.65,2.96,2.92,3.18
198908,2.74,3.56,3.16,2.97,2.33,2.77,3.92,3.35,2.78,-0.31
198909,0.36,0.34,-0.3,-0.02,-1.71,-1.09,-0.09,-0.3,-0.59,-0.66
198910,-4.59,-4.22,-5.47,-3.59,-5.04,-4.63,-5.14,-4.61,-4.57,-5.29
198911,0.2,1.23,0.19,1.82,-0.19,0.91,-0.35,-1.64,0.41,0.34
198912,-0.57,-0.02,-0.11,-0.51,0.25,0.15,-1.63,-2.69,-2.19,-0.73
199001,-7.88,-8.02,-7.06,-6.29,-5.63,-7.56,-5.57,-5.62,-5.91,-4.82
199002,1.56,2.2,1.05,0.4,2.09,1.78,0.66,0.98,0.57,1.67
199003,3.99,3.15,2.55,1.61,2.18,1.18,0.86,0.63,-0.79,-0.62
199004,-3.97,-2.68,-3,-3.04,-3.24,-2.94,-2.81,-3.92,-4.19,-5.16
199005,6.71,6.67,4.41,5.24,3.24,5.24,3.18,2.6,0.67,3.03
199006,0.15,1.01,-1.56,-0.26,-0.7,-0.41,-2.22,-1.43,-1.77,-1
199007,-4.24,-2.26,-2.7,-3.11,-2.92,-3.16,-2.52,-3.28,-3.66,-5.01
199008,-12.42,-11.52,-10.21,-12.1,-9.89,-10.1,-9.68,-8.6,-6.94,-8.51
199009,-8.11,-7.67,-7.28,-8.07,-7.5,-6.66,-7.31,-5.85,-7.05,-9.98
199010,-4.75,-5.07,-4.86,-4.5,-5.98,-4.58,-5.28,-3.51,-3.27,-8.02
199011,6.56,7.83,4.94,4.77,6.47,6.35,5.58,6.08,6.21,5.51
199012,4.53,4.57,3.97,2.36,3.36,2.83,2.33,1.74,-0.77,-2.3
199101,6.71,7.9,6.83,5.56,7.11,6.75,6.2,4.65,6.42,9.89
199102,13.18,9.12,10.53,11.36,10.07,10.87,9.05,9.38,10.73,14.11
199103,4.09,5.48,4.59,4.27,4.71,4.71,3.09,3.27,4.97,6.38
199104,0.86,1.07,1.26,-0.07,2.94,1.55,2.21,2.1,2.35,1.15
199105,3.69,4.29,3.88,4.08,4.5,4.02,3.85,3.82,2.05,-1.56
199106,-3.89,-3.18,-3.13,-1.58,-2.41,-2.25,-2.41,-2.43,-3.47,-7.86
199107,3.67,3.81,3.01,3.19,3.12,2,3.92,4.92,4.9,3.18
199108,3.5,1.97,1.74,1.42,1.97,2.16,2.82,3,3.55,2.96
199109,-0.2,0.18,0.33,-1.17,-0.33,-0.84,-0.1,-0.98,0.22,-1.65
199110,0.86,1.26,1.49,1.3,1.14,0.79,1.77,0.96,0.64,2.78
199111,-3.03,-2.88,-2.49,-3.34,-3.16,-3.22,-2.04,-2.25,-1.94,-4.36
199112,9.21,8.57,8.43,8.62,7.66,6.28,6.08,5.33,4.65,4.05
199201,5.32,8.14,5.02,6.29,8.44,7.6,6.79,7.65,8.71,16.08
199202,2.32,3.33,2.75,3.4,3.19,4.25,4.69,5.64,3.47,5.46
199203,-3.09,-1.35,-0.95,-0.47,-0.37,0.74,0.21,0.6,0.35,-1.95
199204,-3.33,-2.11,-0.94,-0.06,-0.43,1.92,2.17,1.99,2.32,1.22
199205,2.05,-0.05,0.71,0.83,1.34,2.41,2.04,3.88,2.04,3.42
199206,-3.85,-3.15,-4.34,-2.39,-1.79,-1.72,-1.45,-0.7,0.18,-0.95
199207,3.06,5.3,4.5,3.66,2.68,3.54,2.81,4.8,4.57,6.16
199208,-2.13,-1.78,-1.78,-1.48,-0.82,-2.05,-1.06,-1.04,-0.25,0.47
199209,2.18,1.87,1.06,1.51,1.81,1.5,1.52,0.91,-0.03,0.14
199210,2.64,3.41,1.76,2.78,2.52,0.88,1.01,0,1.18,-0.69
199211,7.98,5.7,5.59,5.66,5.94,6.06,5.22,4.16,2.24,2.34
199212,3.04,3.6,3.49,3.07,3.73,4.42,4.74,4.98,3.9,1.71
199301,3.68,4.54,4.21,3.66,3.95,4.73,4.91,3.51,4.44,3.19
199302,-1.99,-0.5,0.93,1.88,0.84,0.75,1.63,1.37,3.14,3.21
199303,3.24,2.28,2.96,2.3,2.78,3.64,3.12,5.31,2.69,3.32
199304,-3.76,-3.15,-2,-2.13,-1.43,-2.27,-0.89,-1.69,-1.12,-0.99
199305,4.37,2.8,1.52,2.63,1.68,1.84,1.22,0.81,1.3,0.13
199306,0.22,0.27,0.37,0.6,-0.11,0.69,0.5,1.1,1.61,2.86
199307,0.89,1.71,1.28,2.49,2.09,1.52,1.85,2.83,2.04,2.73
199308,4.88,3.99,4.13,3.91,3.25,3.95,3.65,3.5,3.38,2.6
199309,3.07,2.23,1.77,2.13,0.7,0.5,1.73,1.04,1.76,1.03
199310,1.86,2.18,2.68,1.33,3.31,1.13,1.72,3.1,1.49,0.05
199311,-3.98,-2.12,-1.34,-1.59,-0.59,-0.83,-1.85,-1.43,-1.75,-2.72
199312,2.6,4.67,3.51,3.55,2.49,3.15,2.98,2.06,1.33,0.71
199401,2.97,3.22,3.37,2.73,3.5,3.22,3.12,4.09,2.4,0.45
199402,-0.6,-0.14,-1.2,-0.59,-0.61,-0.48,-0.59,-0.65,-1.39,-2.67
199403,-5.4,-3.51,-3.77,-3.36,-4.23,-3.11,-2.43,-3.66,-3.03,-2.9
199404,-0.35,0.4,0.35,0.88,-0.03,0.76,1.18,0.88,1.64,0.49
199405,-0.38,-0.62,0.35,1.52,1.05,1.3,1.67,1.97,0.11,-2.97
199406,-2.27,-1.38,-1.18,-0.66,-1.14,-0.43,1.1,-0.33,0.39,-2.22
199407,2.24,1.06,2.06,2.08,2.4,2.05,2.67,1.73,2.57,2.91
199408,4.16,4.64,3.58,3.17,3.21,4.59,3.82,4.27,3.59,0.89
199409,-0.47,-1.09,-0.31,-0.81,-0.1,-1.71,-1.03,-0.08,-0.96,-1.41
199410,-0.13,-1.39,-0.92,0.21,-0.7,-0.95,-0.62,-0.45,-0.68,1.03
199411,-5.57,-3.38,-4.28,-3.85,-3.26,-4.02,-4.21,-3.86,-3.08,-1.54
199412,1.79,1.06,0.4,1.21,0.92,1.39,0.88,0.75,0.63,1.49
199501,1.44,1.49,2.87,1.36,1.83,1.59,1.78,1.99,2.87,4.45
199502,4.38,4.97,3.9,3.61,4.72,4.45,4.1,3.92,3.25,1.68
199503,2.21,1.48,1.36,2.27,1.62,1.77,1.46,1.2,0.63,-0.33
199504,1.55,1.35,2.51,2.75,3.22,2,3.39,2.57,2.71,0.97
199505,2.48,1.26,2.63,1.86,2.57,2.69,2.43,2.58,2.05,3.01
199506,4.04,4.2,4.12,3.35,2.72,3.23,2.63,2.28,1.75,0.75
199507,7.09,4.94,3.92,3.88,3.86,3.3,3.64,3.98,2.99,1.04
199508,1.81,2.83,4.44,2.52,3.33,2.84,2.47,2.98,2.33,1.83
199509,3,2.21,2.46,1.84,1.85,3.35,3.25,2.63,3.16,5.46
199510,-3.74,-4.34,-2.44,-2.15,-1.9,-1.09,-0.62,-1.87,-1.37,0.37
199511,3.58,3.78,2.67,2.72,3.6,4.38,5.59,3.68,3.82,1.22
199512,1.17,1.97,2.25,0.97,2.22,2.72,3.04,1.16,2.3,2.33
199601,1.11,1.11,1.18,1.1,1.02,1.01,1.77,1.32,1.06,2.2
199602,2.64,3.08,2.88,2.13,1.31,1.96,2.19,1.71,1.06,-0.36
199603,3.65,3.43,3.63,1.74,2.76,1.26,2.14,2.07,0.83,0.99
199604,4.2,4.48,3.24,2.65,2.39,1.54,1.37,1.45,1.4,-1.24
199605,3.25,4,2.68,3.42,2.56,2.09,1.87,2.36,2.85,2.89
199606,-2.45,-1.66,-1.77,1,0.08,0,-0.74,-0.44,0.55,0.92
199607,-6.33,-5.86,-4.84,-4.33,-3.92,-3.49,-2.66,-2.7,-2.28,-3.08
199608,5.23,4.76,4.67,4.22,3.77,3.75,4.06,3.56,2.98,3.14
199609,5.06,3,1.79,3.54,3.51,3.13,3.94,3.45,3.68,1.61
199610,-0.69,0.34,1.83,1.45,2.29,2.44,2.89,2.55,2.25,1.59
199611,4.26,4.95,4.95,6.14,4.98,5.79,5.48,6.31,4.68,2.72
199612,1.48,1.31,2.49,1.15,1.19,1.12,1.73,2.5,2.26,0.9
199701,2.1,3.12,3.27,2.9,3.26,3.41,3.43,3.95,3.06,2.04
199702,-0.88,1.01,0.7,1.97,2.96,2.87,2.73,3.7,1.87,0.77
199703,-2.97,-2.48,-3.16,-2.29,-2.11,-2.08,-1.14,-1.55,-1.57,-2.55
199704,2.05,0.29,0.11,1.9,2.29,1.58,1.03,0.6,0.55,-1.3
199705,10.46,9.13,7.45,6.29,7.69,7.55,6.82,6.58,6.04,4.3
199706,5.85,5.38,6.11,6.75,7.49,5.6,5.67,5.6,4.44,4.53
199707,4.94,6.33,5.71,6.84,5.85,5.18,6,7.17,4.95,2.61
199708,2.31,0.59,0.74,0.61,0.8,1.22,1.9,1.67,2.08,0.77
199709,6.99,7.34,8.12,7.76,6.95,8.08,7.42,7.96,6.53,4.23
199710,-2.74,-1.64,-1.7,-0.36,-0.73,-0.45,-0.02,-0.1,0.64,-0.04
199711,0.2,1.78,1.05,1.87,2.28,3.19,3,2.74,2.88,4.02
199712,2.54,1.97,3.17,5.3,3.54,5.92,5.09,5.28,5.02,6.26
199801,-1.93,-0.31,-1.21,-1.63,-1.14,-1.45,-1.94,-1.96,-1.31,-1.64
199802,9.46,6.52,7.05,6.58,6.29,6.37,5.49,5.91,4.4,2.09
199803,5.56,4.19,4.14,4.47,4.52,3.93,4.3,4.16,5.17,4.08
199804,0.73,2.26,2.84,1.46,1.13,0.97,1.52,1.46,-0.34,-0.65
199805,-2.53,-2.6,-4.26,-2.17,-2.32,-2.11,-2.11,-1.9,-1.49,-2.34
199806,-1.42,-1.54,-0.37,0.08,-0.56,-0.41,-1.73,-1.14,0.04,0.8
199807,-4.13,-4.17,-7.12,-5.14,-4.79,-4.13,-4.15,-3.28,-4.25,-3.94
199808,-19.37,-19.15,-16.64,-17.17,-14.33,-14.29,-13.76,-13.5,-10.01,-4.43
199809,5.42,5.37,4.3,2.35,2.49,3.5,2.45,3.92,4.07,4.22
199810,4.52,5.11,4.86,5.8,3.75,3.78,3.74,3.1,2.17,0.62
199811,5.41,5.9,2.99,3.39,3.87,4.25,4.4,4.01,4.19,1.67
199812,5.38,4.68,0.17,1.11,1.27,1.91,0.98,1.44,0.66,0.89
199901,0.12,-0.49,-0.09,-0.74,-2.33,-1.89,-0.2,-2.76,-1.78,-0.22
199902,-4.86,-3.92,-3.72,-3.91,-2.99,-2.5,-2.47,-3.25,-4.24,-3.97
199903,-1.28,1.11,0.08,-0.99,-0.26,-1.83,-2.51,-1.33,-2.23,-2.27
199904,7.47,8.06,9.5,8.95,7.42,7.99,8.36,7.8,8.46,4.02
199905,1.73,-0.99,0.91,1.47,1.95,0.18,1.21,2.71,1.81,5.9
199906,4.87,3.39,3.16,3.01,2.75,2.88,3.83,2.41,2.84,2.24
199907,-3.27,-1.22,-0.99,-0.48,-0.74,-1.85,-1.22,0.5,0.98,2.51
199908,-4.55,-3.4,-4.71,-3.3,-4.82,-3.35,-2.71,-2.7,-1.65,-1.13
199909,-2.06,-2.47,-3.5,-4,-3.36,-3.84,-3.28,-3.44,-4.22,-2.15
199910,2.77,-0.99,1.27,-0.44,0.74,1.14,0.57,0.96,-0.33,0.56
199911,3.32,3.14,1.97,-0.63,-1.15,0.15,-0.81,-0.6,-0.66,0.12
199912,6.39,2.07,0.94,1.35,-1.02,-0.39,-2.3,-3.32,-1.44,-0.35
200001,-4.89,-3.34,-2.87,-3.22,-2.76,-5.89,-4.75,-4.5,-1.61,0.81
200002,0.64,-1.52,-0.92,-4.12,-2.87,-3.94,-3.58,-3.32,-3.35,1.87
200003,9.81,9.55,6.87,7.41,5.05,4.4,3.8,2.52,3.17,2.39
200004,0.37,-0.32,0.05,1.57,0.44,-0.29,1.1,2.22,1.54,1.79
200005,-1.67,1.91,-1.5,2.62,-0.02,0.95,0.31,1.14,1.12,0.48
200006,1.59,1.04,-0.36,0.75,0.46,-1.37,-0.1,-0.58,-1.15,0.12
200007,1.11,2.24,2.81,0.15,1.51,2.34,2.41,2.88,3.58,4.3
200008,9.67,6.75,4.81,5.4,3.02,4.17,3.94,4.26,5.22,5.04
200009,-3,-0.02,0.76,0.29,2.39,-0.68,1.81,0.61,2.59,1.4
200010,1.65,0.14,0.86,1.62,1.28,-0.88,0.44,-1.05,-0.28,-1.66
200011,-6.65,-3.9,-1.19,-0.55,-0.64,-1.84,-1.42,-1.27,-1.23,-0.86
200012,6.54,9.05,8.1,6.4,5.6,7.81,6.65,6.11,7.2,5.95
200101,7.91,5.92,5.96,6,5.19,8.47,7.65,8.21,6.51,7.17
200102,-5.55,-3.68,-0.2,-0.13,1.13,-0.24,2.03,2,2.93,2.07
200103,-5.33,-3.66,-4.33,-2.53,-1.16,0.15,-0.27,0.32,0.35,0.63
200104,10.8,4.27,5.79,2.76,4.04,4.47,2.84,3.26,4.29,2.61
200105,3.26,4.48,4.55,4.08,4.14,4.95,6.05,5.64,5.92,3.57
200106,-0.07,1.17,1.59,0.9,1.87,2.89,3.07,3.76,3.48,1.69
200107,-0.96,1,0.69,0.47,2.23,2.58,2.44,2.56,1.64,1.28
200108,-4.55,-1.36,-0.95,-0.55,-0.66,0.39,-0.2,0.15,0.44,2.7
200109,-12.85,-10.38,-8.84,-8.47,-7.56,-6.99,-6.42,-5.44,-5.7,-6.8
200110,3.03,4.45,0.95,0.82,2.47,1.79,1.71,0.75,-0.33,-0.19
200111,7.84,5.98,5.44,6.57,6.16,5.04,5.38,4.81,4.02,3.25
200112,6.63,6.31,4.92,4.49,3.67,3.87,4.12,4.02,3.74,3.52
200201,2.2,0.72,1.44,2.41,1.4,2.76,2.04,2.26,3.61,3.19
200202,-1.43,1.31,2.33,3.15,2.92,2.24,1.7,0.59,1.05,1.24
200203,7.78,7.61,7.31,5.51,5.13,5.17,6.24,6.22,5.52,6.38
200204,0.48,2.85,1.05,2.16,3.74,5.19,4.27,4.32,4.01,4.05
200205,-1.73,-1.7,0.34,-0.24,0.61,0.08,1.01,1.27,0.68,0.43
