Date,Non Durable Goods,Durable Goods,Manufacturing,Energy,Chemicals,Business Equipment,Telecom,Utilities,Retail,Healthcare,Finance,Other
196805,5.02,-0.37,4.28,1.26,-0.41,3.87,-0.74,0.45,3.54,3.34,6.61,6.09
196806,1.19,-1.65,-0.6,1.81,0.72,-2.01,4.15,8.44,0.37,2.25,7.76,0.78
196807,-3.9,-2.85,-4.9,5.28,-2.31,-5.57,-0.19,0.17,-5.09,-4.1,0.79,-4.56
196808,2.81,1.16,3.76,1.28,1.77,0.46,1.26,-0.87,2.27,0.68,5.61,1.38
196809,4.86,6.87,4.33,3.53,5.09,2.94,2.95,0.27,7.9,0.85,9.11,9.2
196810,0.87,4.7,0.51,2.55,2.36,-5.07,3.17,0.49,0.75,-0.05,3.09,0.09
196811,4.66,-0.42,5.93,5.56,5.37,8.68,5.39,8.79,5.1,8.1,6.54,8.2
196812,-1.04,-4.42,-3.27,-2.56,-4.21,-5.46,-6.64,-2.88,-4.08,-1.03,-6.11,-2.52
196901,-1.2,-1.87,-0.13,-1.12,-1.07,-4.74,1.2,2.41,-1.05,-0.23,-0.04,1.33
196902,-6.59,-3.37,-6.19,-4.6,-4.69,-3.55,-3.32,-5.2,-4.07,-5.14,-8.66,-8.2
196903,0.76,5,2.96,7.09,1.17,5.48,-0.42,-1.29,5.15,3.34,3.5,-0.57
196904,1.03,1.3,1.49,-0.35,0.61,4.01,7.73,1.34,3.73,4.98,2.97,1.23
196905,1.19,-0.02,-1.38,3.69,0.94,-1.78,1.06,0.02,0.56,1.66,-1.18,-1.08
196906,-7.33,-5.97,-6.96,-9.92,-6.35,-0.01,-3.98,-5.74,-5.43,-5.03,-10.22,-10.9
196907,-6.93,-7,-6.36,-9.63,-3.14,-5.38,-4.49,-2.98,-8.53,-2.73,-8.7,-9.47
196908,5,3,4.06,6.58,4.38,7.02,1.66,-1.29,8.17,9.2,10.55,7.76
196909,0.26,-0.39,-1.48,-9.63,-4.07,0.25,-4,-4.14,-0.61,2.17,-0.74,-0.75
196910,8.35,3.87,6.63,-1.06,6.47,5.8,3.5,8.28,6.68,8.97,9.05,6.98
196911,-2.4,-4.43,-3.53,-4.51,-3.56,-1.83,1.18,-5.26,-4.27,0.34,-6.82,-4.43
196912,-1.95,-3.43,-1.19,-3.01,-1.52,-0.76,-5.51,-0.65,-3.07,4.3,-2.29,-4.99
197001,-4.29,-8.24,-7.7,-11.44,-5.48,-9.17,-2.56,-4.23,-5.9,-7.11,-9.18,-8.5
197002,4.72,5.86,5.26,5.38,3.38,2.95,7.95,8.36,5.31,5.57,11.15,7.88
197003,-0.86,4.98,-0.55,-0.43,-0.38,-2.6,2.29,2.91,-1.69,-5.1,-0.78,-2.93
197004,-10.2,-8.77,-9.9,-9.15,-6.25,-14.45,-8.79,-8.06,-11.27,-10.12,-12.8,-14.53
197005,-7.51,-6.23,-9.36,2.63,-2.99,-9.48,-3.74,-5.36,-9.63,-7.74,-8.35,-8.23
197006,-1.56,-3.8,-5.51,-2.46,-2.45,-11.89,-8.48,-4.7,-4.02,-0.48,-4.62,-8.9
197007,6.69,10.32,4.28,12.77,6.76,2.42,10.27,8.71,10.58,2.14,8.78,7.25
197008,1.5,8.29,4.76,6.53,3.93,8.05,2.5,4.67,5.23,1.8,5.02,5.05
197009,5.63,2.81,4.95,3.27,1.6,10.21,-0.93,-0.54,7.96,8.01,5.27,10
197010,0.65,-2.06,-3.66,2.97,-1.66,-3.54,-3.75,-0.8,-1.64,0.31,-7.29,-4.53
197011,4.8,6.84,3.56,4.9,4.89,4.12,6.11,9.39,6.83,2.97,5.91,1.69
197012,7.45,6.27,8.03,2.28,8.07,4.36,6.85,7.13,5.36,5.34,9.58,7.17
197101,4.92,3.76,6.3,0.39,5.25,5.42,9.75,2.95,8.28,4.92,5.25,10.36
197102,3.79,2.24,1.07,4.73,1.61,2.82,-5.3,-2.58,3.68,1.31,1.85,2.59
197103,4.47,3.48,4.45,2.72,3.78,8.05,0.73,2.39,6.77,3.68,7.17,4.75
197104,2.21,8.56,4.44,4.34,4.34,2.39,0.82,-3.54,5,4.23,2.29,6.34
197105,-3.05,-4.35,-2.68,-4.68,-0.95,-6.15,-5.21,-3.69,-1.9,-2.13,-5.4,-3.71
197106,-0.12,-0.52,-0.28,1.04,2.31,-2.14,1.05,4.29,0.44,2.05,-0.02,-2.58
197107,-2.13,-5.28,-5.22,-2.15,-4.39,-8.72,-3.69,-2.15,-3.56,-2.17,-1.9,-5.94
197108,3.13,10.53,6.62,-1.16,6.22,5.66,-0.24,-2.33,6.2,3.15,6.71,7.29
197109,-0.05,-0.05,-0.56,-1.67,0.61,-1.57,0.27,-1.49,0.69,0.66,-0.29,-0.55
197110,-4.33,-5.06,-6.53,-4.3,-4.71,-4.34,-1.83,2.04,-3.39,-2.47,-2.3,-6.3
197111,-0.38,0.17,-0.95,0.01,-0.91,1.84,0.43,-1.22,0.23,0.69,1.13,-1.87
197112,10.52,6.21,11.14,8.83,7.3,11.21,7.55,8.12,10.29,7.79,5.93,10.89
197201,2.51,3.38,3.24,0.16,3.71,8.48,1.01,-0.32,0.27,2.63,0.84,6.16
197202,4.64,0.57,4.95,2.61,4.84,1.71,0.24,-2.5,5.6,7.12,0.04,4.57
197203,0.09,4.29,2.7,-5.45,2.12,1.03,-0.33,-0.14,2.04,0.46,5.13,-0.57
197204,1.9,-0.59,1.81,-0.66,1.98,0.74,-1.06,-2.8,-0.6,1.1,2.56,0.96
197205,0.4,-1.2,1.89,3.62,2.66,3.73,1.24,-0.17,1.46,3.71,-1.87,0.69
197206,-1.11,-2.92,-1.75,-0.98,-3.43,-2.57,-2.64,-1.56,-3.95,2.54,-3.82,-5.23
197207,-1.61,-2,0.2,-1.09,1.09,0.97,0.74,0.05,-2.48,3.1,-1.01,-5.16
197208,-0.1,3.75,1.13,12.41,4.98,2.91,5.18,5.95,-0.39,1.05,6.02,0.64
197209,-2.6,-0.92,-0.79,-0.21,-2.19,-1.14,4.27,0.18,-0.55,-0.43,-0.19,-3.68
197210,0.02,-2.35,0.58,3.12,2.22,-3.3,2.27,6.77,0.9,1.5,1.63,0.46
197211,6.87,8.1,4.33,6.19,3.93,2.51,7.04,6.39,5.94,-0.53,4.74,5.61
197212,0.53,1.74,0.14,1.05,2.53,2.02,1.45,-1.54,1.83,3.73,-0.8,-0.71
197301,-4.71,-6.69,-4.08,5.02,-2.63,2.07,-2.12,-4.28,-4.27,-1.18,-7.48,-7.45
197302,-4.36,-6.03,-2.62,-7.36,-1.1,-3.02,-4.64,-1.98,-6.42,-0.71,-6.14,-6.01
197303,-1.04,-2.85,-0.6,3.12,-0.07,-1.19,0.53,-2.16,-5.71,0.78,-0.42,-0.12
197304,-6.26,-5.1,-5.2,-1.03,-3.33,-6.53,0.86,-0.58,-8.36,-5.48,-8,-7.51
197305,-2.12,-4.3,-0.96,-3.45,-1.82,-2.65,-0.84,0.36,-2.14,1.07,-3.25,-7.3
197306,-3.48,-2.61,-0.29,1.61,-0.7,-0.13,-0.32,-2.47,-5.73,0.02,2.55,-4.05
197307,7.52,7.2,6.62,0.34,6.5,4.88,-0.31,-2.39,10.99,6.87,9.08,10.15
197308,-3.31,-3.92,-0.58,-3.74,-4.04,-3.75,-3.93,-2.09,-4.2,-6.91,-2.23,-2.27
197309,5.87,7.85,4.44,9.27,5.2,-3.17,7.67,7.9,7.42,0.79,7.33,7.04
197310,-2.34,-4.5,0.09,5.22,0.43,4.14,-5.54,-3.38,-3.51,1.83,-1.74,-0.38
197311,-14.31,-16.19,-14.25,-6.17,-15.03,-11.42,-1.94,-11.61,-18.7,-7.77,-12.27,-14.63
197312,-1.62,-3.77,1.36,8.59,0.24,-4.5,4.54,3.41,-0.39,-4.48,2.17,2.7
197401,2.38,6.28,0.42,-7.53,0.55,1.1,2.01,4.55,6.76,-2.52,0.31,1.98
197402,0,-0.99,0.05,-1.48,-0.43,-0.65,4.76,0.27,0.95,-1.23,0.61,1.41
197403,-1.85,0.03,-1.99,-3.33,1.78,-2.72,-4.59,-3.63,-3.33,1.21,-4.2,-3.04
197404,-3.77,-3.94,-3.43,-6.3,0.11,-3.66,-5.31,-12.19,-1.96,-1.48,-6.84,-5.98
197405,-2.82,0.52,-3.71,-7.48,1.27,-3.94,-1.52,-4.89,1.16,-0.12,-10.09,-6.71
197406,-0.56,-2.71,-0.88,-0.27,0.92,-2.93,0.3,-6.17,-2.71,-1.62,-6.77,-4.33
197407,-10.21,-11.74,-7.56,-0.66,-6.74,-8.44,-7.63,0.79,-12.9,-14.06,-7.2,-6.1
197408,-10.27,-6.7,-9.63,-8.54,-11.54,-4.7,-0.04,-8.62,-13.03,-8.11,-11.78,-9.54
197409,-12.15,-12.76,-13,-7.87,-11.56,-16.96,-3.81,-1.34,-12.02,-15.55,-7.09,-11.88
197410,15.64,4.1,14.43,20.97,20.22,14.83,10.85,13,10.24,29.52,21.1,19.35
197411,-3.84,-4.67,-5.81,-4.18,-6.67,-5.06,-3.09,-0.15,-5.72,-1.2,-2.06,-3.46
197412,-0.6,-3.86,-5.04,0.78,-3.29,-5.28,1.57,-0.83,-3.41,-3.37,-2.72,-6
197501,18.88,21.31,16.3,6.51,10.92,15.18,11.1,18.84,25.85,-0.61,17.2,18.45
197502,4.1,4.58,8.06,2.28,8.24,13.28,5.16,0.92,4.99,16.04,0.21,5.59
197503,7.07,6.69,5.23,-2.2,4.66,1.01,-0.85,-1.34,10.47,1.28,2.49,5.67
197504,3.11,4,8.38,7.26,11.62,5.58,-0.95,-1.58,2.55,0.72,1.4,5.08
197505,5.21,2.62,2.75,12.35,2.17,6.02,3.52,8.45,4.24,6.48,6.39,5.04
197506,5.35,10.2,3.88,6.24,3.4,2,4.07,10.77,7.55,0.91,6.31,5.65
197507,-5.39,-2.06,-5.99,-4.18,-5.58,-9.44,-4.22,-4.78,-7.48,-12.03,-7.32,-5
197508,-3.12,-3.43,-1.03,-0.94,-0.72,-2.86,-3.59,-1.3,-0.24,-3.34,-6.13,-4.21
197509,-2.51,-2.56,-4.93,-1.15,-7.09,-0.8,-1.25,-0.97,-3.5,-6.54,-7.5,-5.21
197510,10.55,8.87,4.76,-1.39,7.5,8.48,6.82,6.51,9.79,10.68,5.02,2.92
197511,4.09,3.4,3.31,-1.62,2.98,5.02,4.26,3.13,4.41,5.12,4.87,2.37
197512,-1.51,-0.39,-1.18,0.06,-1.92,-1.2,-0.1,1.33,-3.02,-6.36,-0.44,-0.16
197601,11,15.59,17.23,8.36,16.05,18.2,9.5,8.37,9.04,7.78,12.19,13.63
197602,-1.07,3.89,2.69,-3.15,0.29,1.12,3.56,-3.53,4.58,-6.52,1.89,4.24
197603,0.72,3.63,1.77,7.27,-1.46,3.09,0.59,1.42,3.49,6.52,3.25,0.77
197604,-1.71,1.89,-1.8,2.12,-0.49,-3.46,1.72,0.65,-4.64,-4.31,-2.58,-0.64
197605,-2.18,-3.18,-0.8,5.49,-2.15,0.53,-2.95,-1.38,-5.67,-2.81,-2.17,-1.23
197606,3.65,4.26,4.85,5.07,2.08,8.23,3.58,4.27,1.4,3.66,6.47,4.47
197607,1.52,-1.07,-2.05,-0.66,-1.45,-2.23,1.24,2.82,-2.23,-0.38,1.19,-1.32
197608,-0.29,-1.43,-1.2,-0.88,-2.36,-0.85,4.73,2.93,2.98,2.17,-0.15,-2.18
197609,1.54,4.52,1.13,5.98,0.46,2.89,1.61,4.1,0.34,3.62,0.52,1.38
197610,-1.6,-1.18,-4.08,-2.41,-2.41,-4.46,1.27,-0.84,-0.89,-3.75,0.63,-1.62
197611,1.75,-0.75,0.95,0.86,-3.71,1.61,3.15,3.16,4.97,-9.69,1.7,2.42
197612,5.24,9.7,5.4,6.27,7.76,3.73,3.46,6.53,2.31,6.26,8.9,7.82
197701,-4.08,-4.14,-5.49,0.25,-6.51,-3.94,0.1,0.8,-7,-8.82,-4.58,-3.65
197702,-1.4,-3.49,-0.61,-2.95,-0.94,-0.68,0.97,-3.4,-1.87,-0.21,-1.62,-1.88
197703,-1.39,-3.37,0.19,-2.08,-0.85,-0.1,-1.03,0.15,-2.72,-1.79,-0.51,0.34
197704,0.52,3.19,1.12,2.57,-0.62,-3.6,0.67,1.95,-3.43,-5.2,2.35,1.96
197705,-0.95,-0.5,-2.44,-0.4,-3.33,-1.45,1.43,1.67,-2.74,-1.88,-0.6,-1.1
197706,4.53,4.32,3.73,6.06,2.61,7.83,1.96,5.72,6.02,9.04,5.99,4.61
197707,1.21,-2.43,-4.02,-1.84,-2.34,-0.07,-0.86,0.87,-0.19,-2.24,0.44,-1.33
197708,0.1,-0.87,-1.27,-5.72,-0.86,0.59,-2.26,-3.25,4.64,3.79,-1.17,-1.34
197709,0.26,1.6,-1.22,0.78,-0.3,-1.85,3.47,2.01,-0.66,-0.84,-0.04,-0.14
197710,-3.34,-4.46,-4.69,-3.58,-3.61,-3.2,-5.01,-3.14,-3.09,-1.68,-4.85,-3.9
197711,4.61,1.95,4.45,3.45,3.56,5.22,2.21,4.3,5.47,6.02,5.87,7.2
197712,-0.01,-0.65,0.91,1.85,0.84,2.35,2.17,-0.32,-1.33,0.59,-0.08,1.5
197801,-5.3,-6.86,-5.7,-6.9,-6.56,-4.65,-4.15,-4.57,-6.86,-1.86,-6.04,-4.48
197802,0.13,0.41,-1.8,-1.1,-3.98,-3.5,4.12,-0.4,-0.43,-3,0.06,-0.4
197803,4.15,6.11,4.28,2.03,2.73,-0.77,2.64,2.48,2.77,4.16,5.13,5.78
197804,6.9,9.68,11.49,6.76,11.22,13.36,2.96,0.23,10.88,9.2,10.02,8.56
197805,4.25,0.13,5.49,0.81,1.27,1.59,-0.39,0.71,1.26,5.25,1.33,3.98
197806,-0.26,-2.86,-1.45,-3.73,-1.62,-0.41,-1.52,0.82,-1.95,1.1,-0.49,-0.01
197807,3.56,4.63,8.57,3.44,5.16,8.69,1.43,2.82,5.08,8.87,5.15,8.28
197808,4.13,2.88,3.91,5.13,3.76,6.08,3.57,0.45,5.61,1,5.63,7.19
197809,-0.39,-0.45,-2.29,4.76,-1.43,-4.24,1.21,-0.25,-2.63,-2.75,-0.87,-1.67
197810,-11.57,-11.18,-12.35,-10.61,-8.97,-10.74,-4.53,-7.11,-14.07,-12.84,-11.4,-17.16
197811,2.21,0.78,3.52,6.21,1.75,5.14,3.01,3.02,2.57,5.18,1.76,3.46
197812,1.73,-0.56,1.76,2.95,0.84,6.54,0.1,-1.23,-0.61,3.42,1.44,1.16
197901,4.19,4.99,6.89,3.19,4.63,4.26,3.64,6.37,5.64,1.42,5.28,7.05
197902,-3.51,-3.54,-4.7,0.64,-3.81,-3.32,-0.63,-1.6,-4.33,-4.52,-3.37,-3.14
197903,4.07,6.6,7.45,9.3,6.97,7.54,0.16,2.38,5.99,5.05,7.42,9.09
197904,0.22,3,-0.17,4.31,-0.89,0.36,-2.13,-2.7,0.69,0.42,1.44,1.69
197905,-1.77,-0.79,-2.05,-2.31,-2.93,-1.97,0.09,1.41,-2.57,-2.64,0.16,-0.41
197906,3.28,2.99,3.89,9.2,2.39,0.42,1.95,5.01,2.95,4.83,8.72,4.97
197907,2.07,2.05,1.87,1.71,2.85,-1.73,-0.11,2.12,1.15,0.14,3.26,3.38
197908,7.55,4.71,7.34,7.97,7.79,6.01,1.57,2.05,8.82,8.54,5.08,6.78
197909,-1.91,0.43,-1.38,5.84,0.87,-1.74,-2.39,-2.14,-0.81,-0.54,-1.08,-0.22
197910,-7.68,-9.43,-9.1,-2.38,-8.11,-7.75,-5.03,-5.8,-8.79,-4.34,-10.1,-10.24
197911,5.16,-2.35,4.81,8.95,5.35,8.18,4.06,7.79,3.96,8.75,6.33,7.83
197912,3.37,3.38,4.56,2.68,3.96,1.69,-1.53,-0.92,3,2.08,1.7,7.01
198001,3.12,9.05,8.81,14.16,2.18,7.51,-2.05,1.6,0.89,-1.29,2.07,9.37
198002,-4.79,-6.31,-2.94,12.59,-1.84,-3.59,-1.48,-3.36,-4.85,-4.63,-4.98,-1.63
198003,-8.16,-8.74,-12.32,-17.79,-9.99,-12.67,-2.64,-6.67,-8.49,-2.84,-8.84,-15.65
198004,6.52,-1.91,2.4,6.85,5.58,0.56,7.3,11.96,3.42,4.28,6.81,5.24
198005,7.89,4.31,5.52,4.05,7.79,4.79,5.02,4.61,10.73,6.96,7.82,8.44
198006,2.99,2.78,2.93,5.81,1.05,3.07,-0.59,4.54,2.39,0.21,4.97,5.38
198007,7.76,11.75,11.4,1.67,9.36,15.42,1.02,-0.12,10.65,8.89,3.16,10.88
198008,1.45,1.46,1.69,3.79,1.95,3.64,6.31,-1.07,1.96,0.3,1.92,3.53
198009,0.2,0.97,3.96,6.81,0.84,1.9,-1.59,0.17,1.12,3.6,2.65,4.7
198010,0.28,-1.73,1.18,8.01,-1.47,1.76,-3.24,2.01,-1.56,-1.29,0.05,3.24
198011,0.92,4.77,9.03,24.56,7.27,9.85,0.1,7.51,2.91,8.81,5.6,9.2
198012,1.04,-1.16,-2.63,-10.88,-0.97,-1.01,0.82,-2.02,-1.45,4.61,3.21,-4.63
198101,2,-2.2,-2.93,-10.36,0.31,-8.23,5.51,-2.72,0.42,-1.57,-2.5,-2.61
198102,2.49,6.4,4.32,-0.47,4.72,0.34,2.16,-1.32,2.85,1.85,1.97,1.42
198103,6.93,7.07,7.2,-2.48,2.42,5.08,1.16,2.96,12.71,5.87,6.86,10.11
198104,1.16,1.81,-0.62,-7.44,-1.19,-0.03,6.21,-2.58,2.98,3,0.61,1.33
198105,2.64,2.89,0,-4.01,-1.08,4.31,7.13,1.95,2.73,3.47,2.76,2.25
198106,-0.2,-4.21,-2.58,4.76,1.69,-6.68,-1.91,3.45,-1.6,-5.58,1.71,-3.84
198107,-0.65,-2.97,-2.48,7.86,-3.67,-3.62,0.37,2.8,-3.21,-3.89,-3.07,-2.32
198108,-5.11,-7.84,-7.29,-6.4,-5.64,-7.25,-0.8,-0.84,-5.29,-7.75,-5.19,-5.92
198109,-2.18,-2.97,-7.27,-12.3,-6.58,-3.64,2.81,-5.56,-3.74,-1.33,-2.47,-9.17
198110,7.51,-4.14,3.01,10,5.81,5.08,6.03,4.87,6.88,7.95,7.45,6.83
198111,2.69,4.82,4.64,6.86,3.46,1.45,2.64,5.91,1.01,3.93,5.66,4.29
198112,-1.79,0.41,-1.11,-6.54,-2.42,-0.05,-1.44,-2.33,-2.16,-0.75,-3.88,-3.52
198201,-0.9,1.21,-3.73,-8.58,-1.79,2.99,0.67,-0.69,0.17,1.45,-2.13,-4.74
198202,-1.97,-1.94,-5.64,-10.94,-6.1,-5.13,-5.7,-0.43,-1.47,-1.8,-2.93,-5.37
198203,2.47,3.64,-1.92,-3.61,-1.04,-3.69,2.05,1.63,4.27,-2.58,-1.04,-1.67
198204,6.64,4.48,2.46,4.4,4.94,7.52,-0.17,3.83,5.45,7.34,3.29,4.3
198205,-3.21,-1.82,-4.88,2.47,-3.92,-5.35,-1.05,-0.5,-2.68,-3.05,-5.57,-5.41
198206,1.7,2.7,-2.14,-6.47,-3.64,-2.32,-2.55,-2.24,2.96,-0.73,-2.54,-2.35
198207,-0.46,-0.4,-2.21,-7.95,-2.63,1.72,1.18,-2.62,0.17,0.81,-3.03,-3.09
198208,9.21,13.76,13.55,9.82,14.27,12.87,10.84,11.93,12.48,12.39,11.47,11.07
198209,5.32,-0.72,-1.34,1.96,-0.12,1.16,1.04,1.09,4.64,1.34,5.97,1.28
198210,10.58,16.56,13.34,5.61,12.05,17.05,8.18,4.9,16.94,8.34,15.17,16.55
198211,5.16,8.22,6.08,-4.39,4.84,10.72,6.01,0.11,11.03,5.24,6.46,9.61
198212,0.85,3.15,1.94,5.47,-1.81,2.71,-1.23,4.29,-2.14,0.54,-2.31,0.21
198301,-1.02,5.12,4.34,3.7,6.82,8.38,12.35,3.64,1.43,1.48,0.48,6.57
198302,3.76,3.56,4.33,-0.39,3.22,3.67,-0.3,1.45,8.06,2.78,5.47,3.42
198303,7.39,-1.07,1.95,5.97,2.6,0.68,0.71,0.3,8.56,4.61,6.85,2.2
198304,6.3,11.03,5.76,9.45,7.68,7.55,5.13,4.78,8.67,5.1,9.05,6.99
198305,-0.88,-2.14,2.63,1.29,1.27,2.63,-1.28,2.62,0.38,-2.7,0.66,5.27
198306,2.97,10.4,1.62,6.48,1.62,6.2,0.23,-0.41,6.13,6.87,0.25,3.63
198307,-2.6,-3.62,-2.75,-2.38,-1.83,-5.32,-5.17,1.05,-3.31,-5.6,-2.89,-4.94
198308,0.64,-2.48,-1.01,7.16,4.72,-1,2.19,1.5,-4.83,-1.08,0.78,-3.44
198309,4.59,4.44,3.19,-4.85,0.69,2.16,2.26,4.66,2.28,1.29,1.98,0.98
198310,-0.24,0.37,-2.39,-2.13,-2,-6.91,-5.22,3.07,-1.61,-2.15,-2.96,-5.91
198311,2.27,4.12,7.7,-0.56,3.24,2.12,3.18,-1.56,4.43,-3.03,3.93,5.96
198312,-0.46,0.97,-0.12,1.89,-3.12,0.46,-1.52,-3.64,-4.74,-3.58,-0.73,-1.2
198401,-0.76,-5.39,-3.34,9.96,-4.11,-6.21,4.06,1.49,-5.92,-0.61,-0.5,-3.49
198402,-5.73,-6.08,-6.74,3.87,-6.39,-5.88,-3.7,-3.36,-4.48,-1.99,-4.56,-5.51
198403,1.56,0.37,2.4,0.16,5.4,1.78,-4.21,-0.24,1.26,-0.69,2.09,3.06
198404,0.48,1.3,-0.41,4.05,1.02,-0.38,2.18,-0.39,0.24,2.29,-1.21,-3.62
198405,-2.4,-5.56,-6.06,-5.06,-5.08,-5.4,-3.49,-0.83,-5.14,-6.48,-7.42,-5.9
198406,6.31,1.99,3.85,-2.22,1.85,1.67,12.27,0.48,7.41,3.83,2.29,2.22
198407,-1.72,2.59,-1.36,-7.17,-1.93,-2.22,2.87,-0.03,0.11,-3.84,-0.62,-4.46
198408,8.77,10,12.17,13.75,11.53,13.82,7.15,7.75,9.9,10.26,11.02,11.65
198409,1.26,-0.14,-2.55,2.11,-2.39,-3.94,4.04,4.81,0.02,-4.41,3.24,0.05
198410,1.43,2.16,0.8,-4.5,-0.12,-0.45,-3.52,3.33,-0.72,1.6,1.2,-0.45
198411,0.31,-2.99,-1.61,-1,-0.82,-3.88,0.46,3.03,-2.82,-0.03,0.29,-1.8
198412,2.45,4.59,2.51,-0.55,1.32,2.48,5.33,2.64,0.71,2.8,4.47,1.84
198501,5.02,9.82,9.56,6.53,5.79,12.49,5.25,2.39,13.25,8.28,8.85,12.21
198502,5.04,-1.58,1.1,3.81,1.94,-1.36,3.37,1.39,2.04,3.59,2.16,2.26
198503,4.69,-5.24,-3.34,1.55,-1.4,-5.95,4.45,6.11,-0.55,3.01,0.11,-0.9
198504,-2.12,-3.45,-2.09,3.85,-0.1,-3.7,-0.71,1.63,0.11,-1.73,2.55,-1.05
198505,7.9,5.94,5.75,0.64,6.94,2.82,8.35,5.51,9.6,9.59,6.26,6.58
198506,2.72,1.51,1.45,-0.8,1.92,-0.73,4.5,3.63,1.56,2.29,2.96,2.78
198507,-2.58,2.4,3.42,-0.33,3.4,4.56,-4.54,-4.7,-4.05,-0.4,-1.34,3.1
198508,0.76,-2.62,-1.25,1.39,-0.89,-2.61,0.52,1.92,-0.62,-0.8,-0.4,-0.51
198509,-0.65,-3.26,-4.28,-1.31,-3.1,-4.7,-4.2,-5.31,-4.31,-3.89,-4.45,-6.18
198510,3.58,0.87,1.82,6.15,6.81,3.01,4.07,6.3,6.8,3.19,7.65,3.08
198511,8.48,9.98,8.43,0.48,6.51,8.54,7.37,4.24,7.89,9.78,7.62,7.09
198512,5.42,7.18,4.15,-3.15,5.63,8.3,6.2,4.85,4.58,3.48,4.97,3.28
198601,1.84,2.19,2.09,-6.77,0.3,-0.36,-3.94,3.78,1.48,1.14,3.5,3.64
198602,10.81,10.92,9.69,0.76,11.23,4.95,7.38,6.55,7.68,6.08,8.61,7.55
198603,8.02,7.91,5.99,0.01,5.98,-0.24,3.8,3.95,8.65,12.05,5.86,5.56
198604,0.43,-3.55,-2.85,0.71,0.92,3.91,2.43,-3.89,0.16,0.72,-3.34,-0.35
198605,8.85,3.18,3.73,7.31,6.09,0.83,4.8,3.62,9.89,7.24,5.03,3.8
198606,6.24,-1.26,-0.72,-2.34,1.41,-4.02,5.43,5.08,3.87,5.67,1.99,0.3
198607,-5.7,-9.04,-7.93,-5.24,-5.89,-8.24,-3.02,5.14,-9.52,-5.36,-5.42,-9.76
198608,2.62,7.52,6.9,16.65,4.54,7.02,6.87,7.9,1.73,4.01,7.14,6.15
198609,-10.82,-8.18,-6.67,-0.94,-7,-7.09,-9.29,-9.09,-8.4,-12.56,-10.33,-3.64
198610,8.86,6.49,5.55,2.04,8.52,0.52,4.66,5.24,7.45,7.93,3.52,6.58
198611,0.74,4.83,2.58,3.06,3.34,3.6,3.94,0.55,1.83,1.35,-0.89,0.25
198612,-3.19,-2.19,-1.52,-0.49,-2.62,-3.78,-3.73,-3.31,-6.27,-1.25,-2.34,-3.13
198701,14.51,18.81,14.08,13.9,14.77,16.54,5.32,9.3,11.54,13.16,10.48,13.38
198702,5.62,3.47,4.67,-1.68,4.98,9.5,0.04,-2.15,9.87,11.28,3.95,7.01
198703,1.07,4.63,2.41,12.26,4.86,2.77,1.43,-1.66,1.75,0.15,-1.49,3.25
198704,-3.66,4.08,-1.93,0.17,-0.2,4.44,-2.42,-4.33,-2.84,-2.46,-4.95,-1.58
198705,2.58,-1.41,0.37,3.05,0.84,0.26,3.33,-1.85,-0.11,1.23,-0.72,1.88
198706,6.82,2.98,4.99,5.72,5.19,-0.04,7.04,3.39,6.52,4.76,4.98,3.66
198707,5.68,6.96,8.54,3.28,4.43,0.92,6.02,-1.68,5.89,5.75,1.93,7.31
198708,3.73,5.68,2.54,1.78,2.97,7.56,5.1,3.71,3.33,2.2,5.83,1.05
198709,-2.75,-3.98,0.89,-3.86,-0.76,-2.85,2.99,-2.31,-6.34,-2.55,-2.29,-0.59
198710,-21.03,-26.93,-28.58,-18.33,-24.59,-25.79,-12.35,-6.94,-28.25,-20.46,-21.12,-29.24
198711,-8.02,-8.52,-4.41,-10.59,-6.68,-9.88,-8.92,-2.53,-8.49,-9.31,-7.18,-5.27
198712,7.52,8.61,10.22,6.63,12.36,11.75,4.27,0.57,8.55,5.34,3.57,10.08
198801,3.02,4.48,0.79,8.68,-0.6,-2.47,9.76,9.76,5.64,6.37,8.92,0.58
198802,6.01,6.27,8.25,3.53,6,7.45,1.32,-1.43,10.53,4.2,3.03,7.52
198803,-1.52,-4.17,-0.39,2.47,-2.81,-4.8,-3.82,-3.17,-1,-2.55,-2.6,1.71
198804,-0.07,2.9,1.89,4.54,1.09,2.67,0.68,-0.29,1.74,-1.99,-0.49,-0.26
198805,-0.3,1.23,0.06,-0.52,-1.12,-1.37,2.17,3.59,-1.37,-0.26,2.02,-1.37
198806,3.41,8.26,7.67,-2.05,6.86,9.49,3.02,3.23,6.68,2.68,5.53,7.15
198807,1.62,-0.82,-1.95,3.5,-3.33,-5.12,0.02,-0.26,-0.8,0.49,0.25,-1.89
198808,-0.22,-6.68,-4.73,-1.5,-3.66,-8.21,-3.05,-0.13,-2.56,-1.08,-0.01,-2.51
198809,6.49,3.9,3.64,-2.41,2.93,2.85,7.36,2.71,8.05,3.86,3.92,4.53
198810,8.16,3.33,0.59,1.82,0.95,0,2.8,2.53,1.7,1.22,-0.2,0.38
198811,-1.14,-0.94,-1.92,-0.31,-2.69,-3.13,0.34,-0.46,-2.83,-2.16,-2.63,-1.26
198812,3.51,0.26,2.41,1.83,4.84,4.89,1.63,1.02,1.48,1.83,-0.14,2.77
198901,5.64,7.6,6.7,6.32,9.46,7.1,8.96,2.76,6.37,6.8,6.76,7.09
