Symbol,Name
SNN,"Smith & Nephew SNATS, Inc."
AOS,Smith (A.O.) Corporation
SNA,Snap-On Incorporated
SLRA,Solar Capital Ltd.
SON,Sonoco Products Company
SNE,Sony Corp Ord
SOR,"Source Capital, Inc."
SJI,"South Jersey Industries, Inc."
SCE^F,Southern California Edison Company
SCE^G,Southern California Edison Company
SCE^H,Southern California Edison Company
SO,Southern Company (The)
SCCO,Southern Copper Corporation
LUV,Southwest Airlines Company
SWX,Southwest Gas Corporation
SWN,Southwestern Energy Company
SPA,Sparton Corporation
SPE,Special Opportunities Fund Inc.
SE,Spectra Energy Corp
SPB           ,"Spectrum Brands Holdings, Inc."
SPW,SPX Corporation
JOE,St. Joe Company (The)
STJ,"St. Jude Medical, Inc."
STAG^A,"Stag Industrial, Inc."
STAG^B,"Stag Industrial, Inc."
SSI,"Stage Stores, Inc."
SMP,"Standard Motor Products, Inc."
SPF,Standard Pacific Corp
SXI,Standex International Corporation
SWH,"Stanley Black & Decker, Inc."
SWJ,"Stanley Black & Decker, Inc."
SWK,"Stanley Black & Decker, Inc."
SWU,"Stanley Black & Decker, Inc."
STN,Stantec Inc
SGU,"Star Gas Partners, L.P."
HOT,"Starwood Hotels & Resorts Worldwide, Inc."
STT,State Street Corporation
STT^C,State Street Corporation
STT^D,State Street Corporation
STT^E,State Street Corporation
STO,Statoil ASA
SPLP,Steel Partners Holdings LP
SCL,Stepan Company
STE,STERIS Corporation
STL,Sterling Bancorp
STC,Stewart Information Services Corporation
SF,Stifel Financial Corporation
SFN,Stifel Financial Corporation
SWC,Stillwater Mining Company
STM,STMicroelectronics N.V.
BEE,Strategic Hotels & Resorts Inc
SYK,Stryker Corporation
RGR,"Sturm, Ruger & Company, Inc."
SMFG,Sumitomo Mitsui Financial Group Inc
INN^A,"Summit Hotel Properties, Inc."
INN^B,"Summit Hotel Properties, Inc."
INN^C,"Summit Hotel Properties, Inc."
SUI^A,"Sun Communities, Inc."
SLF,Sun Life Financial Inc.
SU,Suncor Energy  Inc.
SUNE,"SunEdison, Inc."
SHO^D,"Sunstone Hotel Investors, Inc."
STI,"SunTrust Banks, Inc."
STI/WS/A,"SunTrust Banks, Inc."
STI/WS/B,"SunTrust Banks, Inc."
STI^A,"SunTrust Banks, Inc."
STI^E,"SunTrust Banks, Inc."
SPN,"Superior Energy Services, Inc."
SUP,"Superior Industries International, Inc."
SVU,SuperValu Inc.
SFY,Swift Energy Company
SWZ,"Swiss Helvetia Fund, Inc. (The)"
SYT,Syngenta AG
SNV,Synovus Financial Corp.
SNV^C,Synovus Financial Corp.
GJH,SYNTHETIC FIXED INCOME SECURITIES INC
GJO,SYNTHETIC FIXED INCOME SECURITIES INC
GJS,SYNTHETIC FIXED INCOME SECURITIES INC
GJP,"Synthetic Fixed-Income Securities, Inc."
GJR,"Synthetic Fixed-Income Securities, Inc."
GJT,"Synthetic Fixed-Income Securities, Inc."
GJV,"Synthetic Fixed-Income Securities, Inc."
SYY,Sysco Corporation
SYX,Systemax Inc.
TAHO,"Tahoe Resources, Inc."
TLN$,Talen Energy Corporation
TGT,Target Corporation
TARO,Taro Pharmaceutical Industries Ltd.
TTM,Tata Motors Ltd
TCO^J,"Taubman Centers, Inc."
TCO^K,"Taubman Centers, Inc."
TCP,"TC PipeLines, LP"
TCB,TCF Financial Corporation
TCB/WS,TCF Financial Corporation
TCB^B,TCF Financial Corporation
TCB^C,TCF Financial Corporation
TSI,"TCW Strategic Income Fund, Inc."
TEL,TE Connectivity Ltd.
TISI,"Team, Inc."
TCK,Teck Resources Ltd
TE,"TECO Energy, Inc."
TK,Teekay Corporation
TOO^A,Teekay Offshore Partners L.P.
TOO^B,Teekay Offshore Partners L.P.
TRC,Tejon Ranch Co
TEO,Telecom Argentina Stet - France Telecom S.A.
TI,Telecom Italia S.P.A.
TI/A,Telecom Italia S.P.A.
TDY,Teledyne Technologies Incorporated
TFX,Teleflex Incorporated
VIV,Telefonica Brasil S.A.
TDA,"Telephone and Data Systems, Inc."
TDE,"Telephone and Data Systems, Inc."
TDI,"Telephone and Data Systems, Inc."
TDJ,"Telephone and Data Systems, Inc."
TDS,"Telephone and Data Systems, Inc."
TU,TELUS Corporation
TDF,"Templeton Dragon Fund, Inc."
TS,Tenaris S.A.
THC,Tenet Healthcare Corporation
TNC,Tennant Company
TEN,Tenneco Inc.
TVC,Tennessee Valley Authority
TVE,Tennessee Valley Authority
TDC,Teradata Corporation
TER,"Teradyne, Inc."
TEX,Terex Corporation
TX,Ternium S.A.
TNH,"Terra Nitrogen Company, L.P."
TRNO^A,Terreno Realty Corporation
TSO,Tesoro Corporation
TTI,"Tetra Technologies, Inc."
TEVA,Teva Pharmaceutical Industries Limited
TPL,Texas Pacific Land Trust
TXT,Textron Inc.
AES,The AES Corporation
AES^C,The AES Corporation
SCHW,The Charles Schwab Corporation
SCHW^B,The Charles Schwab Corporation
SRV,The Cushing MLP Total Return Fund
GRX,The Gabelli Healthcare & Wellness Trust
GRX^A,The Gabelli Healthcare & Wellness Trust
GRX^B,The Gabelli Healthcare & Wellness Trust
GDL^B,The GDL Fund
THG,"The Hanover Insurance Group, Inc."
THGA,"The Hanover Insurance Group, Inc."
TRV,"The Travelers Companies, Inc."
TMO,Thermo Fisher Scientific Inc
TC,Thompson Creek Metals Company Inc.
TRI,Thomson Reuters Corp
THO,"Thor Industries, Inc."
TDW,Tidewater Inc.
TSU,TIM Participacoes S.A.
TWC,Time Warner Cable Inc
TWX,Time Warner Inc.
TKR,Timken Company (The)
TWI,"Titan International, Inc."
TJX,"TJX Companies, Inc. (The)"
TMUS,"T-Mobile US, Inc."
TMUS^A,"T-Mobile US, Inc."
TOL,Toll Brothers Inc.
TR,"Tootsie Roll Industries, Inc."
TMK,Torchmark Corporation
TMK^B,Torchmark Corporation
TTC,Toro Company (The)
TD,Toronto Dominion Bank (The)
TYG^B,Tortoise Energy Infrastructure Corporation
TYG^C,Tortoise Energy Infrastructure Corporation
TSS,"Total System Services, Inc."
TOT,"TotalFinaElf, S.A."
TM,Toyota Motor Corp Ltd Ord
TAC,TransAlta Corporation
TAI,"Transamerica Income Shares, Inc."
TRP,TransCanada Corporation
TCI,"Transcontinental Realty Investors, Inc."
RIG,Transocean Ltd.
TGS,Transportadora De Gas Sa Ord B
TA,TravelCenters of America LLC
TANN,TravelCenters of America LLC
TRR,"TRC Companies, Inc."
TREC,Trecora Resources
TG,Tredegar Corporation
THS,"Treehouse Foods, Inc."
TREX,"Trex Company, Inc."
TY,Tri Continental Corporation
TY^,Tri Continental Corporation
TCCA,Triangle Capital Corporation
TRN,"Trinity Industries, Inc."
TROX,Tronox Limited
TBI,"TrueBlue, Inc."
TNP^B,Tsakos Energy Navigation Ltd
TNP^C,Tsakos Energy Navigation Ltd
TNP^D,Tsakos Energy Navigation Ltd
TUP,Tupperware Brands Corporation
TKC,Turkcell Iletisim Hizmetleri AS
TRQ,Turquoise Hill Resources Ltd.
TPC,Tutor Perini Corporation
TWO,Two Harbors Investments Corp
TYC,Tyco International plc
TYL,"Tyler Technologies, Inc."
TSN,"Tyson Foods, Inc."
TSNU,"Tyson Foods, Inc."
USB,U.S. Bancorp
USB^A,U.S. Bancorp
USB^H,U.S. Bancorp
USB^M,U.S. Bancorp
USB^N,U.S. Bancorp
USB^O,U.S. Bancorp
UBS^D,UBS AG
UGI,UGI Corporation
UIL,UIL Holdings Corporation
UPL,Ultra Petroleum Corp.
UGP,Ultrapar Participacoes S.A.
UMH,"UMH Properties, Inc."
UMH^A,"UMH Properties, Inc."
UA,"Under Armour, Inc."
UFI,"Unifi, Inc."
UNF,Unifirst Corporation
UN,Unilever NV
UL,Unilever PLC
UNP,Union Pacific Corporation
UIS,Unisys Corporation
UNT,Unit Corporation
UAL,"United Continental Holdings, Inc."
UDR,"United Dominion Realty Trust, Inc."
UMC,United Microelectronics Corporation
UZA,United States Cellular Corporation
X,United States Steel Corporation
UTX,United Technologies Corporation
UTX^A,United Technologies Corporation
UNH,UnitedHealth Group Incorporated
UTL,UNITIL Corporation
UAM,Universal American Corp.
UVV,Universal Corporation
UHT,Universal Health Realty Income Trust
UHS,"Universal Health Services, Inc."
UVE,UNIVERSAL INSURANCE HOLDINGS INC
UNM,Unum Group
UBA,Urstadt Biddle Properties Inc.
UBP,Urstadt Biddle Properties Inc.
UBP^F,Urstadt Biddle Properties Inc.
UBP^G,Urstadt Biddle Properties Inc.
USNA,"USANA Health Sciences, Inc."
USG,USG Corporation
BIF,"USLIFE Income Fund, Inc."
VFC,V.F. Corporation
EGY,Vaalco Energy Inc
VALE,VALE S.A.
VALE/P,VALE S.A.
VRX,"Valeant Pharmaceuticals International, Inc."
VLO,Valero Energy Corporation
VHI,"Valhi, Inc."
VLY,Valley National Bancorp
VLY/WS,Valley National Bancorp
VMI,"Valmont Industries, Inc."
VAL,Valspar Corporation (The)
VAR,"Varian Medical Systems, Inc."
VGR,Vector Group Ltd.
VVC,Vectren Corporation
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati"
VTR,"Ventas, Inc."
VZ,Verizon Communications Inc.
VET,Vermilion Energy Inc.
VVI,Viad Corp
V,Visa Inc.
VSH,"Vishay Intertechnology, Inc."
VPG,"Vishay Precision Group, Inc."
VC,Visteon Corporation
VNO,Vornado Realty Trust
VNO^G,Vornado Realty Trust
VNO^I,Vornado Realty Trust
VNO^J,Vornado Realty Trust
VNO^K,Vornado Realty Trust
VNO^L,Vornado Realty Trust
IRR,Voya Natural Resources Equity Income Fund
PPR,Voya Prime Rate Trust
VMC,Vulcan Materials Company
WPC,W.P. Carey Inc.
WRB,W.R. Berkley Corporation
WRB^B,W.R. Berkley Corporation
GRA,W.R. Grace & Co.
GWW,"W.W. Grainger, Inc."
WBC,Wabco Holdings Inc.
WMT,"Wal-Mart Stores, Inc."
DIS,Walt Disney Company (The)
WLT,"Walter Energy, Inc."
WAC,Walter Investment Management Corp.
WRE,Washington Real Estate Investment Trust
WCN,"Waste Connections, Inc."
WM,"Waste Management, Inc."
WSO,"Watsco, Inc."
WSO/B,"Watsco, Inc."
WPP,Wausau Paper Corp.
WFT,Weatherford International plc
WBS,Webster Financial Corporation
WBS/WS,Webster Financial Corporation
WBS^E,Webster Financial Corporation
WRI,Weingarten Realty Investors
WMK,"Weis Markets, Inc."
WFC,Wells Fargo & Company
WFC/WS,Wells Fargo & Company
WFC^J,Wells Fargo & Company
WFC^L,Wells Fargo & Company
WFC^N,Wells Fargo & Company
WFC^O,Wells Fargo & Company
WFC^P,Wells Fargo & Company
WFC^Q,Wells Fargo & Company
WFC^R,Wells Fargo & Company
WFC^T,Wells Fargo & Company
WFE^A,Wells Fargo & Company
WST,"West Pharmaceutical Services, Inc."
WR,"Westar Energy, Inc."
HIO,"Western Asset High Income Opportunity Fund, Inc."
WU,Western Union Company (The)
WAB,Westinghouse Air Brake Technologies Corporation
WBK,Westpac Banking Corporation
WHG,Westwood Holdings Group Inc
WEX,WEX Inc.
WY,Weyerhaeuser Company
WY^A,Weyerhaeuser Company
WGL,WGL Holdings Inc
WHR,Whirlpool Corporation
WTM,"White Mountains Insurance Group, Ltd."
WMB,"Williams Companies, Inc. (The)"
WPZ,Williams Partners LP
WSM,"Williams-Sonoma, Inc."
WGO,"Winnebago Industries, Inc."
FUR,Winthrop Realty Trust
WRT,Winthrop Realty Trust
WIT,Wipro Limited
WEC,Wisconsin Energy Corporation
WWW,"Wolverine World Wide, Inc."
INT,World Fuel Services Corporation
WWE,"World Wrestling Entertainment, Inc."
WOR,"Worthington Industries, Inc."
WPG^H,WP Glimcher Inc.
WPG^I,WP Glimcher Inc.
WYN,Wyndham Worldwide Corp
XEL,Xcel Energy Inc.
XRX,Xerox Corporation
XL,XL Group plc
XOXO,"XO Group, Inc."
XPO,"XPO Logistics, Inc."
YDKN,Yadkin Financial Corporation
AUY,Yamana Gold Inc.
YUM,"Yum! Brands, Inc."
ZEP,Zep Inc.
ZMH,"Zimmer Holdings, Inc."
ZB^A,Zions Bancorporation
ZB^F,Zions Bancorporation
ZB^G,Zions Bancorporation
ZB^H,Zions Bancorporation
ZBK,Zions Bancorporation
